rows,dim,dtype,impl,ms,gbps
262144,1024,f16,memcpy,2.8279315185546876,379.69159329175443
262144,1024,f16,cublas,11.780325927734374,91.14703876503908
262144,1024,f16,ref_fht,2.827173767089844,379.79335989144306
262144,1024,f16,rotate+quant_fp8,23.756123046875,45.198529317318275
262144,1024,f16,rotate+quant_int4,27.375703125,39.22243819993208
262144,1024,bf16,memcpy,2.8297720336914063,379.4446376654998
262144,1024,bf16,cublas,12.08768310546875,88.82941541660817
262144,1024,bf16,ref_fht,2.8246136474609376,380.13758977805446
262144,1024,bf16,rotate+quant_fp8,24.07152099609375,44.60631399961156
262144,1024,bf16,rotate+quant_int4,27.73208740234375,38.71839174678404
